,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-07-19 01:33,,,,,,,,,,,,,,,,,,,,
2026-07-19 03:46,,,,,,,,,,,,,,,,,,,,
2026-07-19 07:48,,,,,,,,,,,,,,,,,,,,
2026-07-19 08:38,,40.0,,,40.0,,20.0,5.0,5.0,,5.0,,,,20.0,,5.0,5.0,,
2026-07-19 10:08,50.0,45.0,40.0,25.0,30.0,25.0,20.0,5.0,10.0,10.0,10.0,5.0,5.0,15.0,15.0,10.0,20.0,5.0,,
2026-07-19 11:10,50.0,50.0,40.0,30.0,30.0,20.0,40.0,10.0,10.0,20.0,10.0,5.0,5.0,10.0,30.0,15.0,10.0,5.0,,
2026-07-19 12:07,45.0,45.0,30.0,50.0,40.0,30.0,30.0,10.0,10.0,,15.0,15.0,5.0,10.0,25.0,25.0,20.0,5.0,,
2026-07-19 13:11,75.0,,,,45.0,,,,,13.0,15.0,,10.0,10.0,30.0,25.0,,15.0,,
2026-07-19 14:06,55.0,50.0,20.0,30.0,40.0,10.0,,10.0,5.0,35.0,20.0,5.0,15.0,10.0,30.0,20.0,20.0,15.0,,
2026-07-19 15:20,55.0,45.0,30.0,40.0,35.0,15.0,55.0,15.0,5.0,15.0,5.0,5.0,5.0,10.0,25.0,10.0,5.0,10.0,,
