,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-07-19 01:33,,,,,,,,
2026-07-19 03:46,,,,,,,,
2026-07-19 07:48,,,,,,,,
2026-07-19 08:38,35.0,,13.0,10.0,60.0,20.0,5.0,5.0
2026-07-19 10:08,30.0,,20.0,35.0,120.0,25.0,20.0,5.0
2026-07-19 11:10,50.0,,30.0,35.0,,40.0,45.0,5.0
2026-07-19 12:07,40.0,,70.0,30.0,90.0,50.0,25.0,5.0
2026-07-19 13:11,60.0,,45.0,35.0,,45.0,40.0,5.0
2026-07-19 14:06,45.0,,75.0,35.0,100.0,45.0,20.0,5.0
2026-07-19 15:20,35.0,,60.0,15.0,90.0,,45.0,5.0
2026-07-19 16:12,35.0,,35.0,20.0,70.0,35.0,35.0,5.0
2026-07-19 17:06,20.0,,30.0,15.0,50.0,35.0,30.0,5.0
2026-07-19 18:03,20.0,,80.0,15.0,55.0,30.0,30.0,5.0
2026-07-19 19:01,35.0,,25.0,15.0,70.0,45.0,25.0,5.0
2026-07-19 20:01,20.0,,35.0,15.0,70.0,35.0,20.0,5.0
2026-07-19 22:36,,,,,,,,
