,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-03-18 00:24,,,,,,,,,,
2026-03-18 01:45,,,,,,,,,,
2026-03-18 02:44,,,,,,,,,,
2026-03-18 03:41,,,,,,,,,,
2026-03-18 07:37,,,,,,,,,,
2026-03-18 08:08,,,,,,,,,,
2026-03-18 09:50,,135.0,85.0,75.0,25.0,,45.0,75.0,5.0,20.0
2026-03-18 10:53,150.0,105.0,70.0,65.0,65.0,40.0,25.0,70.0,10.0,50.0
2026-03-18 11:57,120.0,130.0,,100.0,35.0,55.0,45.0,80.0,15.0,50.0
2026-03-18 12:56,105.0,95.0,70.0,100.0,30.0,35.0,30.0,80.0,25.0,45.0
2026-03-18 13:55,140.0,140.0,70.0,100.0,20.0,35.0,15.0,85.0,15.0,40.0
2026-03-18 14:45,140.0,160.0,80.0,120.0,15.0,35.0,15.0,95.0,20.0,10.0
2026-03-18 15:38,125.0,115.0,95.0,95.0,25.0,35.0,15.0,75.0,15.0,20.0
2026-03-18 16:04,125.0,125.0,120.0,105.0,25.0,25.0,15.0,60.0,25.0,20.0
2026-03-18 16:51,85.0,150.0,125.0,120.0,25.0,,30.0,75.0,15.0,30.0
2026-03-18 17:22,125.0,110.0,135.0,125.0,25.0,5.0,30.0,75.0,10.0,30.0
2026-03-18 17:53,135.0,,115.0,100.0,25.0,35.0,30.0,80.0,15.0,20.0
2026-03-18 18:19,,,55.0,120.0,5.0,35.0,20.0,90.0,15.0,20.0
2026-03-18 18:50,,150.0,65.0,75.0,10.0,40.0,35.0,55.0,15.0,20.0
2026-03-18 19:17,,105.0,80.0,80.0,5.0,30.0,15.0,60.0,10.0,5.0
