,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-03-18 00:24,,,,,,,,,,,,,,,,,,,,
2026-03-18 01:45,,,,,,,,,,,,,,,,,,,,
2026-03-18 02:44,,,,,,,,,,,,,,,,,,,,
2026-03-18 03:41,,,,,,,,,,,,,,,,,,,,
2026-03-18 07:37,,,,,,,,,,,,,,,,,,,,
2026-03-18 08:08,,,,,,,,,,,,,,,,,,,,
2026-03-18 09:50,90.0,75.0,45.0,5.0,70.0,,55.0,20.0,40.0,,,25.0,25.0,15.0,55.0,30.0,40.0,5.0,10.0,
2026-03-18 10:53,90.0,70.0,55.0,20.0,55.0,,65.0,30.0,35.0,45.0,,35.0,20.0,10.0,55.0,40.0,20.0,25.0,10.0,
2026-03-18 11:57,95.0,75.0,75.0,40.0,60.0,,55.0,40.0,40.0,55.0,,30.0,25.0,10.0,60.0,35.0,35.0,25.0,15.0,
2026-03-18 12:56,105.0,80.0,60.0,55.0,80.0,,60.0,35.0,45.0,40.0,,30.0,40.0,15.0,60.0,50.0,30.0,50.0,10.0,
2026-03-18 13:55,85.0,85.0,55.0,50.0,65.0,,70.0,45.0,35.0,50.0,,35.0,20.0,20.0,20.0,45.0,25.0,,20.0,
2026-03-18 14:45,105.0,75.0,75.0,70.0,60.0,,65.0,35.0,40.0,50.0,,30.0,30.0,10.0,70.0,45.0,35.0,30.0,20.0,
2026-03-18 15:38,90.0,80.0,50.0,60.0,50.0,,65.0,40.0,35.0,50.0,,30.0,30.0,10.0,75.0,30.0,30.0,35.0,10.0,
2026-03-18 16:04,90.0,75.0,70.0,75.0,80.0,,75.0,40.0,35.0,50.0,,30.0,25.0,15.0,70.0,45.0,30.0,35.0,15.0,
