,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-05-07 01:47,,,,,,,,,,
2026-05-07 04:06,,,,,,,,,,
2026-05-07 08:24,,,,,,,,,,
2026-05-07 11:07,,75.0,45.0,35.0,30.0,25.0,15.0,50.0,10.0,25.0
2026-05-07 13:01,,65.0,50.0,20.0,15.0,10.0,15.0,75.0,5.0,40.0
2026-05-07 14:48,,55.0,50.0,30.0,15.0,5.0,15.0,50.0,5.0,5.0
2026-05-07 16:06,55.0,80.0,55.0,30.0,10.0,,15.0,55.0,10.0,20.0
2026-05-07 17:12,60.0,65.0,45.0,10.0,5.0,5.0,15.0,50.0,5.0,5.0
2026-05-07 18:15,90.0,75.0,,35.0,5.0,15.0,15.0,50.0,5.0,5.0
2026-05-07 19:11,60.0,105.0,80.0,35.0,5.0,5.0,15.0,45.0,10.0,5.0
2026-05-07 20:05,60.0,90.0,40.0,25.0,5.0,5.0,15.0,60.0,5.0,5.0
2026-05-07 22:40,,,,,,,,,,
