,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-05-07 01:47,,,,,,,,
2026-05-07 04:06,,,,,,,,
2026-05-07 08:24,,,,,,,,
2026-05-07 11:07,50.0,,40.0,55.0,50.0,50.0,40.0,10.0
2026-05-07 13:01,45.0,,45.0,35.0,60.0,50.0,40.0,5.0
2026-05-07 14:48,55.0,,35.0,45.0,65.0,45.0,60.0,5.0
2026-05-07 16:06,55.0,,70.0,30.0,50.0,35.0,30.0,5.0
2026-05-07 17:12,35.0,,,10.0,55.0,,65.0,5.0
2026-05-07 18:15,45.0,,40.0,40.0,45.0,,30.0,5.0
2026-05-07 19:11,30.0,,80.0,15.0,45.0,45.0,45.0,5.0
