,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-09 02:27,,,,,,,,,,
2026-07-09 06:04,,,,,,,,,,
2026-07-09 09:42,80.0,65.0,25.0,15.0,5.0,5.0,15.0,35.0,5.0,5.0
2026-07-09 12:14,,60.0,40.0,45.0,15.0,25.0,25.0,50.0,5.0,30.0
2026-07-09 14:09,90.0,35.0,50.0,35.0,5.0,,15.0,,5.0,5.0
2026-07-09 16:01,55.0,60.0,55.0,35.0,5.0,15.0,20.0,45.0,10.0,5.0
2026-07-09 17:25,55.0,55.0,40.0,20.0,5.0,5.0,20.0,65.0,10.0,5.0
2026-07-09 18:47,70.0,65.0,55.0,20.0,5.0,10.0,20.0,50.0,5.0,5.0
2026-07-09 19:52,70.0,85.0,50.0,30.0,5.0,,20.0,50.0,10.0,5.0
2026-07-09 21:18,,,,,,,,,,
