,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-08-14 01:20,,,,,,,,
2026-08-14 02:48,,,,,,,,
2026-08-14 04:03,,,,,,,,
2026-08-14 07:36,,,,,,,,
2026-08-14 08:25,,,,,,,,
2026-08-14 09:49,40.0,,35.0,25.0,50.0,40.0,30.0,5.0
2026-08-14 10:41,65.0,,30.0,35.0,55.0,45.0,35.0,10.0
2026-08-14 11:29,50.0,,65.0,40.0,50.0,40.0,35.0,15.0
2026-08-14 12:23,55.0,,65.0,40.0,55.0,35.0,45.0,5.0
2026-08-14 13:15,45.0,,40.0,55.0,65.0,40.0,35.0,5.0
2026-08-14 14:07,45.0,,40.0,35.0,,45.0,35.0,5.0
2026-08-14 15:08,45.0,,20.0,45.0,65.0,25.0,20.0,10.0
2026-08-14 15:52,40.0,,30.0,35.0,50.0,50.0,35.0,5.0
2026-08-14 16:17,40.0,,50.0,25.0,60.0,40.0,35.0,5.0
2026-08-14 16:47,35.0,,80.0,30.0,55.0,40.0,35.0,5.0
2026-08-14 17:04,60.0,,80.0,30.0,50.0,40.0,35.0,5.0
2026-08-14 17:34,45.0,,85.0,35.0,60.0,50.0,45.0,5.0
2026-08-14 17:52,50.0,,70.0,30.0,70.0,50.0,55.0,5.0
2026-08-14 18:07,50.0,,60.0,30.0,50.0,40.0,45.0,5.0
2026-08-14 18:35,40.0,,50.0,35.0,50.0,40.0,40.0,5.0
2026-08-14 18:54,40.0,,50.0,35.0,60.0,45.0,45.0,5.0
2026-08-14 19:09,40.0,,50.0,25.0,70.0,45.0,45.0,5.0
