,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-08-14 01:20,,,,,,,,,,,,,,,,,,,,
2026-08-14 02:48,,,,,,,,,,,,,,,,,,,,
2026-08-14 04:03,,,,,,,,,,,,,,,,,,,,
2026-08-14 07:36,,30.0,,,15.0,,,5.0,5.0,,5.0,,5.0,,5.0,,,5.0,,
2026-08-14 08:25,35.0,25.0,5.0,5.0,20.0,5.0,25.0,5.0,5.0,13.0,5.0,5.0,5.0,15.0,15.0,5.0,5.0,5.0,,
2026-08-14 09:49,40.0,20.0,20.0,15.0,25.0,20.0,30.0,5.0,5.0,10.0,10.0,5.0,5.0,10.0,25.0,5.0,5.0,5.0,,
2026-08-14 10:41,55.0,40.0,40.0,25.0,35.0,25.0,30.0,5.0,5.0,25.0,5.0,5.0,5.0,15.0,25.0,10.0,,5.0,,
2026-08-14 11:29,40.0,40.0,25.0,40.0,30.0,25.0,30.0,5.0,5.0,20.0,10.0,5.0,5.0,15.0,25.0,25.0,10.0,5.0,,
2026-08-14 12:23,45.0,40.0,25.0,30.0,35.0,20.0,45.0,5.0,5.0,25.0,10.0,5.0,5.0,15.0,20.0,15.0,10.0,5.0,,
2026-08-14 13:15,50.0,40.0,30.0,45.0,45.0,30.0,15.0,5.0,5.0,13.0,10.0,5.0,5.0,10.0,20.0,10.0,5.0,5.0,,
2026-08-14 14:07,45.0,40.0,30.0,15.0,40.0,15.0,30.0,5.0,5.0,20.0,5.0,5.0,5.0,10.0,20.0,5.0,5.0,5.0,,
2026-08-14 15:08,40.0,35.0,15.0,35.0,30.0,25.0,15.0,5.0,5.0,25.0,15.0,5.0,5.0,10.0,15.0,5.0,20.0,5.0,,
2026-08-14 15:52,35.0,30.0,,35.0,25.0,,35.0,5.0,,30.0,10.0,5.0,5.0,15.0,25.0,10.0,,5.0,,
2026-08-14 16:17,60.0,30.0,25.0,35.0,35.0,25.0,25.0,5.0,5.0,25.0,10.0,5.0,5.0,10.0,25.0,5.0,20.0,5.0,,
2026-08-14 16:47,35.0,40.0,30.0,10.0,45.0,20.0,30.0,15.0,5.0,20.0,10.0,5.0,5.0,10.0,30.0,5.0,15.0,5.0,,
2026-08-14 17:04,60.0,40.0,25.0,30.0,45.0,30.0,30.0,15.0,5.0,20.0,10.0,5.0,5.0,10.0,30.0,5.0,5.0,5.0,,
2026-08-14 17:34,65.0,45.0,30.0,30.0,30.0,25.0,35.0,15.0,5.0,25.0,5.0,5.0,5.0,10.0,45.0,5.0,20.0,5.0,,
2026-08-14 17:52,50.0,35.0,25.0,20.0,40.0,,35.0,5.0,5.0,30.0,15.0,5.0,15.0,10.0,25.0,30.0,15.0,5.0,,
