,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-10 02:27,,,,,,,,,,
2026-07-10 06:00,,,,,,,,,,
2026-07-10 09:02,,80.0,40.0,5.0,5.0,5.0,15.0,,5.0,5.0
2026-07-10 11:36,95.0,75.0,40.0,25.0,25.0,20.0,15.0,,5.0,30.0
2026-07-10 13:22,60.0,60.0,50.0,20.0,15.0,35.0,15.0,55.0,5.0,5.0
2026-07-10 14:52,90.0,80.0,40.0,35.0,5.0,10.0,15.0,85.0,5.0,5.0
2026-07-10 16:08,80.0,60.0,60.0,35.0,5.0,15.0,15.0,45.0,,5.0
2026-07-10 17:17,60.0,65.0,45.0,35.0,5.0,5.0,15.0,55.0,5.0,15.0
2026-07-10 18:18,,105.0,55.0,30.0,5.0,10.0,15.0,65.0,5.0,5.0
2026-07-10 19:14,60.0,85.0,45.0,30.0,5.0,15.0,15.0,50.0,5.0,5.0
2026-07-10 20:09,75.0,85.0,50.0,25.0,5.0,,15.0,70.0,5.0,5.0
2026-07-10 22:13,,,,,,,,,,
