,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-21 01:09,,,,,,,,,,,,,,,,,,,,
2026-04-21 03:04,,,,,,,,,,,,,,,,,,,,
2026-04-21 07:53,,,,,,,,,,,,,,,,,,,,
2026-04-21 08:51,,55.0,,,50.0,,15.0,5.0,5.0,,5.0,,5.0,,,,10.0,5.0,,
2026-04-21 10:25,55.0,45.0,35.0,30.0,45.0,,30.0,15.0,25.0,20.0,20.0,20.0,10.0,10.0,40.0,20.0,25.0,5.0,10.0,
2026-04-21 11:48,50.0,55.0,50.0,30.0,35.0,,45.0,15.0,30.0,30.0,15.0,25.0,15.0,10.0,40.0,20.0,20.0,30.0,10.0,
2026-04-21 12:42,55.0,55.0,65.0,50.0,50.0,,45.0,15.0,20.0,25.0,30.0,25.0,10.0,10.0,40.0,40.0,15.0,25.0,10.0,
2026-04-21 13:41,75.0,55.0,55.0,55.0,60.0,,,30.0,20.0,25.0,25.0,20.0,20.0,10.0,45.0,30.0,15.0,10.0,10.0,
2026-04-21 14:43,65.0,50.0,45.0,40.0,60.0,,35.0,25.0,20.0,35.0,20.0,15.0,10.0,10.0,35.0,30.0,5.0,30.0,10.0,
2026-04-21 15:50,55.0,55.0,55.0,55.0,50.0,,30.0,20.0,5.0,25.0,25.0,5.0,15.0,10.0,40.0,25.0,15.0,20.0,10.0,
2026-04-21 16:35,60.0,55.0,55.0,50.0,40.0,,45.0,15.0,5.0,20.0,10.0,15.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,
2026-04-21 17:25,55.0,60.0,55.0,40.0,25.0,,30.0,25.0,15.0,30.0,15.0,15.0,5.0,15.0,40.0,20.0,20.0,30.0,10.0,
2026-04-21 18:04,65.0,45.0,45.0,45.0,35.0,,40.0,25.0,15.0,30.0,10.0,5.0,10.0,10.0,30.0,20.0,15.0,15.0,10.0,
2026-04-21 18:53,65.0,55.0,50.0,40.0,40.0,,25.0,20.0,25.0,20.0,15.0,15.0,10.0,10.0,30.0,10.0,10.0,15.0,10.0,
2026-04-21 19:24,60.0,55.0,40.0,40.0,40.0,,30.0,25.0,15.0,20.0,5.0,10.0,5.0,10.0,45.0,20.0,15.0,10.0,10.0,
