,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-21 01:09,,,,,,,,,,
2026-04-21 03:04,,,,,,,,,,
2026-04-21 07:53,,,,,,,,,,
2026-04-21 08:51,30.0,40.0,55.0,10.0,,5.0,10.0,20.0,,5.0
2026-04-21 10:25,,,40.0,35.0,20.0,20.0,15.0,45.0,5.0,25.0
2026-04-21 11:48,85.0,,45.0,45.0,20.0,35.0,20.0,55.0,5.0,45.0
2026-04-21 12:42,80.0,,35.0,20.0,15.0,10.0,15.0,50.0,5.0,45.0
2026-04-21 13:41,130.0,,,35.0,15.0,15.0,15.0,60.0,5.0,10.0
2026-04-21 14:43,85.0,,55.0,45.0,25.0,10.0,15.0,55.0,10.0,20.0
2026-04-21 15:50,80.0,150.0,45.0,15.0,5.0,10.0,15.0,45.0,10.0,10.0
2026-04-21 16:35,85.0,120.0,50.0,20.0,10.0,5.0,15.0,55.0,10.0,15.0
