,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-16 01:15,,,,,,,,,,,,,,,,,,,,
2026-04-16 03:04,,,,,,,,,,,,,,,,,,,,
2026-04-16 07:52,,,,,,,,,,,,,,,,,,,,
2026-04-16 08:55,,,,,45.0,,15.0,5.0,5.0,,5.0,,5.0,,20.0,,5.0,5.0,,
2026-04-16 10:48,45.0,40.0,45.0,15.0,40.0,,35.0,5.0,5.0,35.0,10.0,15.0,5.0,10.0,35.0,10.0,15.0,5.0,10.0,
2026-04-16 12:11,60.0,60.0,45.0,,40.0,,40.0,20.0,30.0,20.0,20.0,25.0,5.0,10.0,,15.0,25.0,20.0,10.0,
2026-04-16 13:41,55.0,65.0,45.0,40.0,35.0,,25.0,15.0,20.0,20.0,20.0,20.0,10.0,10.0,,20.0,20.0,20.0,10.0,
2026-04-16 14:47,35.0,45.0,35.0,45.0,45.0,,30.0,15.0,5.0,25.0,15.0,5.0,10.0,15.0,25.0,15.0,10.0,20.0,10.0,
2026-04-16 15:50,55.0,50.0,55.0,55.0,45.0,,25.0,10.0,5.0,40.0,,15.0,5.0,10.0,35.0,15.0,5.0,10.0,10.0,
2026-04-16 16:35,45.0,45.0,55.0,50.0,45.0,,35.0,10.0,5.0,35.0,,15.0,15.0,10.0,35.0,20.0,10.0,10.0,10.0,
2026-04-16 17:24,45.0,50.0,30.0,45.0,55.0,,35.0,20.0,5.0,30.0,,20.0,5.0,10.0,30.0,15.0,10.0,20.0,10.0,
2026-04-16 18:03,,45.0,45.0,45.0,40.0,,15.0,10.0,5.0,25.0,,5.0,5.0,15.0,25.0,10.0,10.0,20.0,10.0,
2026-04-16 18:54,50.0,45.0,,45.0,40.0,,40.0,10.0,10.0,25.0,,15.0,5.0,15.0,30.0,10.0,15.0,15.0,10.0,
2026-04-16 19:30,80.0,50.0,,35.0,45.0,,15.0,20.0,15.0,15.0,,15.0,5.0,15.0,30.0,20.0,15.0,,10.0,
2026-04-16 20:06,60.0,45.0,45.0,25.0,30.0,,30.0,15.0,15.0,15.0,,10.0,5.0,15.0,20.0,10.0,25.0,,10.0,
