,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-16 01:15,,,,,,,,,,
2026-04-16 03:04,,,,,,,,,,
2026-04-16 07:52,,,,,,,,,,
2026-04-16 08:55,40.0,55.0,,5.0,,5.0,15.0,35.0,,5.0
2026-04-16 10:48,50.0,55.0,40.0,20.0,20.0,20.0,15.0,45.0,5.0,15.0
2026-04-16 12:11,95.0,60.0,45.0,25.0,15.0,20.0,15.0,,5.0,25.0
2026-04-16 13:41,65.0,60.0,45.0,25.0,25.0,15.0,15.0,55.0,5.0,15.0
2026-04-16 14:47,50.0,65.0,40.0,25.0,10.0,10.0,15.0,55.0,10.0,5.0
2026-04-16 15:50,90.0,60.0,65.0,35.0,10.0,5.0,15.0,70.0,5.0,5.0
2026-04-16 16:35,70.0,70.0,70.0,25.0,10.0,10.0,15.0,60.0,5.0,10.0
2026-04-16 17:24,65.0,70.0,50.0,20.0,5.0,10.0,15.0,50.0,5.0,5.0
2026-04-16 18:03,50.0,65.0,40.0,15.0,5.0,5.0,15.0,50.0,5.0,5.0
2026-04-16 18:54,50.0,70.0,,30.0,5.0,5.0,15.0,60.0,5.0,10.0
2026-04-16 19:30,80.0,70.0,,30.0,5.0,5.0,15.0,45.0,5.0,5.0
