,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-08-23 00:17,,,,,,,,,,,,,,,,,,,,
2026-08-23 00:55,,,,,,,,,,,,,,,,,,,,
2026-08-23 01:24,,,,,,,,,,,,,,,,,,,,
2026-08-23 01:52,,,,,,,,,,,,,,,,,,,,
2026-08-23 02:19,,,,,,,,,,,,,,,,,,,,
2026-08-23 03:06,,,,,,,,,,,,,,,,,,,,
2026-08-23 07:11,,,,,,,,,,,,,,,,,,,,
2026-08-23 07:32,,30.0,,,10.0,,15.0,5.0,5.0,,5.0,,5.0,,15.0,,5.0,,,
2026-08-23 07:49,,40.0,,,20.0,,20.0,5.0,5.0,,5.0,,5.0,,15.0,,5.0,5.0,,
2026-08-23 08:01,,45.0,,,20.0,,20.0,5.0,5.0,,5.0,,5.0,,15.0,,5.0,5.0,,
2026-08-23 08:51,40.0,35.0,5.0,5.0,40.0,15.0,15.0,5.0,5.0,13.0,5.0,5.0,5.0,10.0,20.0,5.0,15.0,5.0,,
2026-08-23 09:21,35.0,30.0,25.0,5.0,30.0,15.0,20.0,5.0,10.0,13.0,5.0,5.0,5.0,10.0,15.0,5.0,5.0,5.0,,
2026-08-23 09:49,40.0,35.0,25.0,20.0,25.0,30.0,5.0,10.0,10.0,5.0,5.0,5.0,5.0,10.0,20.0,5.0,20.0,5.0,,
2026-08-23 10:02,40.0,40.0,20.0,20.0,25.0,30.0,20.0,10.0,10.0,10.0,5.0,5.0,5.0,10.0,20.0,5.0,20.0,5.0,,
2026-08-23 10:31,35.0,35.0,35.0,20.0,35.0,15.0,35.0,10.0,10.0,20.0,5.0,5.0,5.0,10.0,25.0,5.0,20.0,10.0,,
2026-08-23 10:51,45.0,40.0,35.0,10.0,30.0,35.0,10.0,10.0,10.0,20.0,5.0,5.0,5.0,10.0,25.0,10.0,5.0,5.0,,
2026-08-23 11:07,55.0,35.0,40.0,10.0,35.0,30.0,30.0,10.0,10.0,20.0,5.0,10.0,5.0,10.0,25.0,10.0,5.0,10.0,,
2026-08-23 11:32,55.0,40.0,35.0,25.0,35.0,30.0,40.0,10.0,5.0,25.0,10.0,5.0,5.0,10.0,35.0,10.0,5.0,10.0,,
2026-08-23 11:50,50.0,,,,35.0,,40.0,,,30.0,10.0,,5.0,10.0,35.0,15.0,,10.0,,
2026-08-23 12:01,45.0,,,,50.0,,30.0,,,30.0,20.0,,0.0,10.0,30.0,30.0,,15.0,,
2026-08-23 12:33,40.0,,,,40.0,,15.0,,,20.0,10.0,,5.0,10.0,40.0,,,10.0,,
2026-08-23 12:54,40.0,,,,50.0,,30.0,,,20.0,10.0,,5.0,10.0,25.0,,,10.0,,
