,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-08-23 00:17,,,,,,,,,,
2026-08-23 00:55,,,,,,,,,,
2026-08-23 01:24,,,,,,,,,,
2026-08-23 01:52,,,,,,,,,,
2026-08-23 02:19,,,,,,,,,,
2026-08-23 03:06,,,,,,,,,,
2026-08-23 07:11,,,,,,,,,,
2026-08-23 07:32,,,,,,,,,,
2026-08-23 07:49,,,,,,,,,,
2026-08-23 08:01,,,,,,,,,,
2026-08-23 08:51,,55.0,50.0,5.0,,5.0,15.0,5.0,,5.0
2026-08-23 09:21,65.0,75.0,35.0,5.0,5.0,5.0,15.0,50.0,5.0,5.0
2026-08-23 09:49,65.0,55.0,30.0,5.0,5.0,5.0,15.0,40.0,5.0,5.0
2026-08-23 10:02,45.0,55.0,25.0,5.0,5.0,15.0,15.0,35.0,5.0,5.0
2026-08-23 10:31,45.0,50.0,20.0,15.0,5.0,20.0,15.0,35.0,5.0,5.0
2026-08-23 10:51,50.0,60.0,30.0,30.0,5.0,20.0,15.0,40.0,5.0,15.0
2026-08-23 11:07,50.0,60.0,40.0,25.0,10.0,20.0,15.0,50.0,5.0,15.0
2026-08-23 11:32,,55.0,35.0,30.0,5.0,15.0,20.0,45.0,5.0,15.0
2026-08-23 11:50,,60.0,35.0,25.0,20.0,,25.0,40.0,5.0,15.0
2026-08-23 12:01,,70.0,35.0,40.0,20.0,,25.0,40.0,5.0,25.0
2026-08-23 12:33,,60.0,35.0,45.0,20.0,,15.0,40.0,5.0,25.0
2026-08-23 12:54,,60.0,35.0,60.0,5.0,,15.0,65.0,5.0,25.0
2026-08-23 13:09,,70.0,50.0,65.0,5.0,5.0,15.0,70.0,5.0,30.0
2026-08-23 13:31,,65.0,50.0,25.0,5.0,15.0,15.0,75.0,5.0,15.0
2026-08-23 13:48,,60.0,60.0,30.0,5.0,25.0,15.0,55.0,5.0,15.0
2026-08-23 13:59,,60.0,60.0,25.0,10.0,,15.0,55.0,5.0,15.0
2026-08-23 14:30,,60.0,45.0,35.0,5.0,,15.0,50.0,5.0,10.0
2026-08-23 14:57,,75.0,55.0,40.0,15.0,,15.0,50.0,5.0,10.0
2026-08-23 15:19,,65.0,60.0,60.0,15.0,10.0,15.0,50.0,5.0,5.0
2026-08-23 15:39,,60.0,60.0,40.0,5.0,5.0,15.0,50.0,5.0,5.0
2026-08-23 15:52,,55.0,,25.0,5.0,10.0,15.0,50.0,5.0,5.0
2026-08-23 16:01,,55.0,,15.0,5.0,10.0,15.0,50.0,5.0,5.0
2026-08-23 16:28,,70.0,,15.0,5.0,15.0,15.0,65.0,5.0,5.0
2026-08-23 16:48,,60.0,30.0,20.0,5.0,15.0,15.0,65.0,5.0,5.0
2026-08-23 17:01,,60.0,45.0,15.0,5.0,15.0,15.0,65.0,5.0,5.0
2026-08-23 17:28,50.0,60.0,55.0,15.0,5.0,15.0,15.0,,0.0,15.0
2026-08-23 17:44,70.0,70.0,55.0,15.0,5.0,5.0,15.0,,0.0,20.0
2026-08-23 17:57,70.0,70.0,55.0,15.0,5.0,5.0,15.0,,0.0,20.0
2026-08-23 18:17,95.0,70.0,55.0,15.0,5.0,5.0,15.0,,,5.0
2026-08-23 18:40,90.0,70.0,55.0,10.0,5.0,10.0,15.0,25.0,5.0,5.0
2026-08-23 18:56,90.0,80.0,50.0,10.0,5.0,25.0,15.0,45.0,,5.0
2026-08-23 19:13,,80.0,45.0,10.0,5.0,25.0,15.0,45.0,5.0,5.0
2026-08-23 19:34,120.0,70.0,50.0,10.0,5.0,5.0,15.0,45.0,5.0,5.0
2026-08-23 19:50,120.0,70.0,55.0,10.0,5.0,5.0,15.0,50.0,5.0,5.0
2026-08-23 20:01,120.0,65.0,50.0,10.0,5.0,5.0,15.0,55.0,5.0,5.0
2026-08-23 21:01,,,,,,,,,,
2026-08-23 22:25,,,,,,,,,,
