,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-08-23 00:17,,,,,,,,
2026-08-23 00:55,,,,,,,,
2026-08-23 01:24,,,,,,,,
2026-08-23 01:52,,,,,,,,
2026-08-23 02:19,,,,,,,,
2026-08-23 03:06,,,,,,,,
2026-08-23 07:11,,,,,,,,
2026-08-23 07:32,,,,,,,,
2026-08-23 07:49,,,,,,,,
2026-08-23 08:01,,,,,,,,
2026-08-23 08:51,25.0,,13.0,10.0,,10.0,20.0,
2026-08-23 09:21,75.0,,15.0,20.0,,40.0,20.0,5.0
2026-08-23 09:49,40.0,,15.0,25.0,,40.0,30.0,5.0
2026-08-23 10:02,40.0,,35.0,25.0,,40.0,30.0,5.0
2026-08-23 10:31,45.0,,30.0,30.0,75.0,40.0,30.0,5.0
2026-08-23 10:51,45.0,,25.0,40.0,65.0,35.0,35.0,5.0
2026-08-23 11:07,55.0,,25.0,50.0,55.0,40.0,30.0,5.0
2026-08-23 11:32,50.0,,25.0,40.0,,50.0,55.0,5.0
2026-08-23 11:50,55.0,,45.0,30.0,,50.0,50.0,5.0
2026-08-23 12:01,55.0,,40.0,25.0,,50.0,50.0,5.0
2026-08-23 12:33,45.0,,25.0,50.0,,45.0,45.0,10.0
2026-08-23 12:54,40.0,,40.0,55.0,,50.0,55.0,10.0
2026-08-23 13:09,55.0,,65.0,50.0,,40.0,60.0,10.0
2026-08-23 13:31,40.0,,,50.0,,45.0,65.0,10.0
