,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-03-20 00:01,,,,,,,,,,
2026-03-20 01:19,,,,,,,,,,
2026-03-20 02:09,,,,,,,,,,
2026-03-20 03:12,,,,,,,,,,
2026-03-20 07:23,,,,,,,,,,
2026-03-20 07:49,,,,,,,,,,
2026-03-20 08:03,,,,,,,,,,
2026-03-20 09:20,105.0,130.0,50.0,10.0,5.0,5.0,15.0,55.0,5.0,5.0
2026-03-20 10:08,90.0,115.0,35.0,50.0,15.0,20.0,15.0,55.0,5.0,5.0
2026-03-20 10:59,75.0,110.0,65.0,95.0,25.0,30.0,15.0,60.0,5.0,30.0
2026-03-20 11:43,65.0,160.0,65.0,70.0,30.0,30.0,20.0,55.0,5.0,45.0
2026-03-20 12:24,95.0,150.0,55.0,90.0,10.0,30.0,20.0,60.0,20.0,15.0
2026-03-20 13:06,110.0,70.0,55.0,80.0,20.0,20.0,20.0,80.0,15.0,15.0
2026-03-20 13:50,90.0,115.0,60.0,90.0,20.0,20.0,20.0,60.0,15.0,15.0
