,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-05-30 02:03,,,,,,,,,,
2026-05-30 04:38,,,,,,,,,,
2026-05-30 08:00,,,,,,,,,,
2026-05-30 09:49,105.0,115.0,30.0,40.0,15.0,20.0,15.0,45.0,5.0,5.0
2026-05-30 10:56,85.0,95.0,55.0,50.0,30.0,25.0,15.0,50.0,5.0,30.0
2026-05-30 11:59,95.0,85.0,55.0,60.0,25.0,25.0,25.0,70.0,15.0,30.0
2026-05-30 13:07,120.0,95.0,55.0,60.0,20.0,15.0,15.0,75.0,20.0,35.0
2026-05-30 14:12,90.0,80.0,65.0,45.0,15.0,15.0,15.0,70.0,15.0,15.0
2026-05-30 15:40,95.0,95.0,65.0,70.0,20.0,,15.0,60.0,20.0,20.0
2026-05-30 16:36,95.0,95.0,50.0,50.0,10.0,20.0,15.0,65.0,10.0,20.0
2026-05-30 17:36,105.0,90.0,,65.0,10.0,15.0,15.0,75.0,10.0,20.0
2026-05-30 18:34,75.0,125.0,35.0,50.0,5.0,15.0,15.0,65.0,5.0,10.0
2026-05-30 19:36,80.0,95.0,55.0,45.0,5.0,5.0,15.0,55.0,10.0,5.0
2026-05-30 21:36,,,,,,,,,,
