,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-05-30 02:03,,,,,,,,
2026-05-30 04:38,,,,,,,,
2026-05-30 08:00,,,,,,,,
2026-05-30 09:49,45.0,,30.0,45.0,,55.0,35.0,5.0
2026-05-30 10:56,45.0,,35.0,45.0,65.0,50.0,45.0,5.0
2026-05-30 11:59,75.0,,40.0,55.0,80.0,45.0,30.0,10.0
2026-05-30 13:07,65.0,,40.0,50.0,95.0,50.0,45.0,15.0
2026-05-30 14:12,45.0,,60.0,70.0,70.0,45.0,30.0,5.0
2026-05-30 15:40,,,45.0,50.0,70.0,35.0,40.0,5.0
2026-05-30 16:36,45.0,,40.0,55.0,55.0,45.0,60.0,5.0
2026-05-30 17:36,45.0,,70.0,35.0,65.0,45.0,40.0,5.0
2026-05-30 18:34,55.0,,30.0,25.0,60.0,35.0,45.0,5.0
2026-05-30 19:36,40.0,,45.0,25.0,55.0,50.0,50.0,5.0
