,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-05-17 02:03,,,,,,,,
2026-05-17 04:31,,,,,,,,
2026-05-17 07:53,,,,,,,,
2026-05-17 08:44,65.0,,13.0,10.0,55.0,,35.0,5.0
2026-05-17 10:11,70.0,,25.0,40.0,60.0,,45.0,5.0
2026-05-17 11:16,85.0,,35.0,35.0,55.0,,40.0,5.0
2026-05-17 12:13,85.0,,35.0,50.0,60.0,,40.0,5.0
2026-05-17 13:13,70.0,,55.0,25.0,60.0,,45.0,10.0
2026-05-17 14:09,50.0,,35.0,30.0,55.0,,75.0,5.0
2026-05-17 15:33,50.0,,,20.0,45.0,,30.0,5.0
2026-05-17 16:25,45.0,,25.0,15.0,55.0,,40.0,5.0
2026-05-17 17:12,40.0,,35.0,15.0,45.0,,30.0,5.0
2026-05-17 18:07,40.0,,35.0,15.0,40.0,,35.0,5.0
