,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-03-22 00:21,,,,,,,,,,
2026-03-22 01:35,,,,,,,,,,
2026-03-22 02:29,,,,,,,,,,
2026-03-22 03:23,,,,,,,,,,
2026-03-22 07:16,,,,,,,,,,
2026-03-22 07:39,,,,,,,,,,
2026-03-22 07:54,,,,,,,,,,
2026-03-22 08:21,,,,,,,,,,
2026-03-22 09:15,60.0,95.0,35.0,15.0,5.0,,15.0,45.0,5.0,5.0
2026-03-22 09:53,80.0,95.0,45.0,80.0,10.0,,15.0,60.0,5.0,5.0
2026-03-22 10:16,80.0,90.0,60.0,20.0,20.0,,20.0,60.0,5.0,20.0
2026-03-22 10:47,,90.0,65.0,60.0,40.0,,20.0,55.0,5.0,30.0
2026-03-22 11:01,110.0,120.0,65.0,100.0,35.0,,25.0,50.0,5.0,40.0
2026-03-22 11:34,90.0,85.0,55.0,100.0,35.0,,25.0,60.0,10.0,40.0
2026-03-22 11:52,50.0,85.0,65.0,85.0,30.0,,25.0,55.0,10.0,40.0
2026-03-22 12:14,65.0,85.0,70.0,95.0,20.0,,15.0,65.0,15.0,40.0
2026-03-22 12:47,105.0,75.0,70.0,70.0,20.0,,15.0,70.0,15.0,40.0
2026-03-22 13:02,105.0,75.0,75.0,65.0,20.0,,15.0,85.0,20.0,35.0
2026-03-22 13:34,105.0,105.0,70.0,75.0,20.0,,15.0,70.0,20.0,35.0
2026-03-22 13:53,105.0,105.0,70.0,95.0,20.0,,15.0,70.0,20.0,35.0
2026-03-22 14:18,105.0,95.0,60.0,110.0,35.0,,15.0,60.0,20.0,35.0
