,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-07-17 01:24,,,,,,,,
2026-07-17 03:31,,,,,,,,
2026-07-17 08:01,,,,,,,,
2026-07-17 09:52,55.0,,25.0,15.0,,45.0,40.0,5.0
2026-07-17 11:02,55.0,,30.0,65.0,,40.0,40.0,5.0
2026-07-17 12:21,55.0,,45.0,65.0,105.0,30.0,50.0,5.0
2026-07-17 13:34,40.0,,50.0,45.0,,45.0,50.0,5.0
2026-07-17 14:36,25.0,,70.0,40.0,,50.0,50.0,5.0
2026-07-17 15:42,65.0,,45.0,35.0,90.0,,40.0,5.0
2026-07-17 16:31,,,45.0,35.0,100.0,50.0,40.0,5.0
2026-07-17 17:22,45.0,,40.0,30.0,90.0,,50.0,5.0
2026-07-17 18:09,75.0,,45.0,35.0,,,55.0,5.0
2026-07-17 19:04,60.0,,45.0,25.0,125.0,60.0,45.0,5.0
2026-07-17 20:00,,,30.0,35.0,70.0,45.0,45.0,5.0
