,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-17 01:24,,,,,,,,,,
2026-07-17 03:31,,,,,,,,,,
2026-07-17 08:01,,,,,,,,,,
2026-07-17 09:52,65.0,70.0,30.0,15.0,5.0,10.0,15.0,45.0,5.0,5.0
2026-07-17 11:02,70.0,65.0,45.0,35.0,20.0,25.0,15.0,,5.0,5.0
2026-07-17 12:21,70.0,65.0,45.0,45.0,20.0,25.0,15.0,45.0,5.0,10.0
2026-07-17 13:34,,85.0,55.0,40.0,,10.0,15.0,55.0,5.0,10.0
2026-07-17 14:36,,90.0,65.0,75.0,20.0,15.0,20.0,55.0,5.0,5.0
2026-07-17 15:42,45.0,70.0,45.0,35.0,5.0,5.0,15.0,65.0,5.0,5.0
2026-07-17 16:31,80.0,75.0,55.0,40.0,5.0,10.0,20.0,,5.0,5.0
2026-07-17 17:22,75.0,95.0,55.0,40.0,5.0,10.0,20.0,60.0,5.0,5.0
2026-07-17 18:09,85.0,70.0,55.0,35.0,5.0,10.0,20.0,60.0,5.0,5.0
