,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-08-12 01:17,,,,,,,,
2026-08-12 02:46,,,,,,,,
2026-08-12 04:05,,,,,,,,
2026-08-12 07:37,,,,,,,,
2026-08-12 08:27,,,,,,,,
2026-08-12 09:55,50.0,,25.0,20.0,50.0,35.0,30.0,5.0
2026-08-12 10:48,,,35.0,45.0,50.0,35.0,35.0,5.0
2026-08-12 11:42,25.0,,40.0,45.0,65.0,50.0,40.0,15.0
2026-08-12 12:34,65.0,,45.0,30.0,,50.0,50.0,5.0
2026-08-12 13:33,50.0,,30.0,25.0,45.0,50.0,30.0,5.0
2026-08-12 14:28,40.0,,20.0,40.0,65.0,45.0,30.0,5.0
2026-08-12 15:36,35.0,,25.0,25.0,,40.0,35.0,5.0
2026-08-12 16:18,40.0,,20.0,15.0,40.0,25.0,35.0,5.0
2026-08-12 17:05,40.0,,,15.0,50.0,,35.0,5.0
2026-08-12 17:56,40.0,,40.0,20.0,45.0,35.0,30.0,5.0
