,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-08-12 01:17,,,,,,,,,,,,,,,,,,,,
2026-08-12 02:46,,,,,,,,,,,,,,,,,,,,
2026-08-12 04:05,,,,,,,,,,,,,,,,,,,,
2026-08-12 07:37,,,,,,,,,,,,,,,,,,,,
2026-08-12 08:27,,,,,,,,,,,,,,,,,,,,
2026-08-12 09:55,60.0,40.0,30.0,45.0,35.0,25.0,35.0,5.0,5.0,13.0,10.0,5.0,5.0,15.0,25.0,5.0,15.0,5.0,,
2026-08-12 10:48,75.0,50.0,35.0,45.0,35.0,30.0,50.0,10.0,5.0,25.0,15.0,15.0,10.0,10.0,35.0,30.0,20.0,15.0,,
2026-08-12 11:42,65.0,45.0,45.0,40.0,55.0,35.0,50.0,15.0,10.0,25.0,20.0,25.0,10.0,10.0,35.0,25.0,20.0,30.0,,
2026-08-12 12:34,65.0,55.0,35.0,50.0,55.0,40.0,50.0,20.0,20.0,35.0,25.0,10.0,15.0,10.0,45.0,35.0,10.0,15.0,,
2026-08-12 13:33,60.0,50.0,35.0,60.0,45.0,30.0,50.0,10.0,5.0,30.0,25.0,10.0,15.0,10.0,35.0,35.0,5.0,25.0,,
2026-08-12 14:28,65.0,55.0,35.0,55.0,40.0,30.0,,10.0,5.0,20.0,20.0,5.0,5.0,10.0,30.0,15.0,5.0,15.0,,
2026-08-12 15:36,70.0,55.0,55.0,45.0,45.0,35.0,45.0,10.0,5.0,30.0,25.0,5.0,15.0,10.0,35.0,20.0,30.0,25.0,,
2026-08-12 16:18,65.0,50.0,40.0,60.0,40.0,35.0,50.0,15.0,5.0,30.0,25.0,10.0,10.0,15.0,40.0,10.0,5.0,30.0,,
2026-08-12 17:05,65.0,55.0,45.0,55.0,45.0,35.0,40.0,10.0,5.0,30.0,15.0,10.0,5.0,15.0,35.0,20.0,5.0,20.0,,
2026-08-12 17:56,70.0,60.0,30.0,60.0,45.0,30.0,40.0,15.0,5.0,50.0,20.0,10.0,5.0,15.0,40.0,15.0,5.0,15.0,,
2026-08-12 18:31,80.0,75.0,55.0,55.0,40.0,,45.0,20.0,5.0,30.0,25.0,10.0,10.0,15.0,35.0,20.0,10.0,20.0,,
2026-08-12 19:13,85.0,65.0,40.0,60.0,40.0,,50.0,20.0,15.0,35.0,15.0,15.0,10.0,10.0,,25.0,20.0,30.0,,
