,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-05-16 01:41,,,,,,,,
2026-05-16 03:33,,,,,,,,
2026-05-16 07:42,,,,,,,,
2026-05-16 08:44,20.0,,13.0,15.0,35.0,25.0,10.0,5.0
2026-05-16 10:09,65.0,,50.0,30.0,55.0,55.0,50.0,5.0
2026-05-16 11:13,65.0,,50.0,35.0,60.0,20.0,70.0,10.0
2026-05-16 12:08,65.0,,45.0,65.0,60.0,60.0,60.0,5.0
2026-05-16 13:12,55.0,,45.0,45.0,55.0,45.0,60.0,5.0
2026-05-16 14:05,60.0,,35.0,40.0,75.0,45.0,60.0,5.0
2026-05-16 15:20,60.0,,35.0,30.0,60.0,45.0,40.0,5.0
