,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-05-16 01:41,,,,,,,,,,,,,,,,,,,,
2026-05-16 03:33,,,,,,,,,,,,,,,,,,,,
2026-05-16 07:42,,,,,,,,,,,,,,,,,,,,
2026-05-16 08:44,,45.0,,,40.0,,,5.0,5.0,,,,5.0,,25.0,,5.0,5.0,,
2026-05-16 10:09,75.0,40.0,25.0,20.0,35.0,35.0,30.0,5.0,5.0,13.0,5.0,10.0,5.0,15.0,30.0,5.0,15.0,5.0,10.0,
2026-05-16 11:13,45.0,45.0,30.0,70.0,45.0,40.0,50.0,15.0,10.0,25.0,15.0,20.0,10.0,15.0,35.0,20.0,10.0,10.0,10.0,
2026-05-16 12:08,55.0,45.0,40.0,40.0,45.0,45.0,40.0,,15.0,20.0,25.0,25.0,15.0,15.0,35.0,30.0,5.0,15.0,10.0,
2026-05-16 13:12,65.0,55.0,30.0,50.0,55.0,45.0,40.0,20.0,5.0,30.0,25.0,15.0,15.0,15.0,,30.0,10.0,10.0,10.0,
2026-05-16 14:05,70.0,50.0,45.0,75.0,60.0,45.0,,10.0,20.0,35.0,25.0,10.0,15.0,15.0,,25.0,5.0,25.0,10.0,
2026-05-16 15:20,55.0,50.0,,40.0,55.0,40.0,30.0,10.0,5.0,20.0,10.0,15.0,10.0,15.0,35.0,25.0,5.0,25.0,10.0,
2026-05-16 16:07,50.0,50.0,50.0,70.0,45.0,45.0,45.0,10.0,10.0,20.0,25.0,5.0,5.0,15.0,45.0,20.0,5.0,20.0,10.0,
2026-05-16 17:01,55.0,50.0,35.0,65.0,50.0,40.0,35.0,5.0,15.0,30.0,,10.0,5.0,15.0,45.0,15.0,10.0,20.0,10.0,
2026-05-16 17:55,50.0,50.0,40.0,50.0,40.0,35.0,,15.0,15.0,25.0,5.0,15.0,15.0,15.0,,20.0,10.0,20.0,10.0,
2026-05-16 18:35,80.0,,,,40.0,,,,,25.0,10.0,,15.0,10.0,,30.0,,20.0,10.0,
