,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-24 01:17,,,,,,,,,,,,,,,,,,,,
2026-04-24 03:13,,,,,,,,,,,,,,,,,,,,
2026-04-24 07:52,,,,,,,,,,,,,,,,,,,,
2026-04-24 08:48,,40.0,,,45.0,,15.0,5.0,5.0,,,,0.0,,30.0,,10.0,5.0,,
2026-04-24 10:22,55.0,65.0,55.0,30.0,40.0,,45.0,15.0,15.0,25.0,15.0,15.0,10.0,10.0,40.0,15.0,10.0,5.0,10.0,
2026-04-24 11:41,85.0,60.0,50.0,45.0,40.0,,50.0,25.0,40.0,35.0,25.0,30.0,20.0,15.0,45.0,35.0,25.0,25.0,10.0,
2026-04-24 12:37,90.0,70.0,50.0,65.0,70.0,,60.0,35.0,35.0,40.0,,25.0,15.0,10.0,,40.0,20.0,30.0,10.0,
2026-04-24 13:32,65.0,60.0,60.0,95.0,60.0,,60.0,15.0,30.0,40.0,,25.0,20.0,10.0,45.0,45.0,20.0,40.0,15.0,
2026-04-24 14:07,90.0,,55.0,45.0,55.0,,65.0,30.0,20.0,35.0,,35.0,15.0,10.0,45.0,40.0,25.0,25.0,15.0,
2026-04-24 15:10,65.0,45.0,20.0,70.0,40.0,,45.0,10.0,15.0,45.0,,20.0,15.0,10.0,30.0,25.0,15.0,30.0,15.0,
2026-04-24 15:58,75.0,70.0,65.0,70.0,40.0,,50.0,15.0,20.0,30.0,30.0,15.0,10.0,15.0,50.0,35.0,15.0,15.0,15.0,
2026-04-24 16:47,90.0,70.0,,60.0,50.0,,45.0,25.0,20.0,35.0,35.0,20.0,20.0,15.0,45.0,35.0,15.0,20.0,15.0,
