,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-24 01:17,,,,,,,,,,
2026-04-24 03:13,,,,,,,,,,
2026-04-24 07:52,,,,,,,,,,
2026-04-24 08:48,,55.0,40.0,10.0,,5.0,15.0,25.0,,5.0
2026-04-24 10:22,75.0,90.0,40.0,30.0,5.0,20.0,15.0,55.0,5.0,10.0
2026-04-24 11:41,90.0,80.0,45.0,40.0,25.0,30.0,30.0,50.0,5.0,25.0
2026-04-24 12:37,85.0,65.0,50.0,40.0,20.0,25.0,15.0,50.0,10.0,15.0
2026-04-24 13:32,65.0,90.0,65.0,35.0,15.0,15.0,15.0,55.0,15.0,35.0
2026-04-24 14:07,75.0,105.0,55.0,40.0,15.0,10.0,15.0,55.0,15.0,35.0
2026-04-24 15:10,90.0,80.0,55.0,35.0,15.0,15.0,15.0,60.0,20.0,15.0
2026-04-24 15:58,80.0,85.0,65.0,45.0,10.0,20.0,15.0,60.0,15.0,25.0
2026-04-24 16:47,80.0,95.0,85.0,30.0,10.0,15.0,15.0,60.0,15.0,25.0
2026-04-24 17:34,110.0,110.0,50.0,40.0,5.0,20.0,15.0,70.0,15.0,10.0
2026-04-24 18:23,110.0,95.0,55.0,25.0,10.0,15.0,15.0,70.0,10.0,10.0
2026-04-24 19:02,60.0,95.0,65.0,45.0,10.0,15.0,15.0,45.0,5.0,5.0
2026-04-24 19:50,85.0,120.0,50.0,25.0,5.0,15.0,15.0,50.0,5.0,5.0
2026-04-24 21:06,,,,,,,,,,
2026-04-24 22:04,,,,,,,,,,
