,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-08-22 00:26,,,,,,,,,,
2026-08-22 00:59,,,,,,,,,,
2026-08-22 01:33,,,,,,,,,,
2026-08-22 01:56,,,,,,,,,,
2026-08-22 02:38,,,,,,,,,,
2026-08-22 03:17,,,,,,,,,,
2026-08-22 07:10,,,,,,,,,,
2026-08-22 07:32,,,,,,,,,,
2026-08-22 07:49,,,,,,,,,,
2026-08-22 08:00,,,,,,,,,,
2026-08-22 08:43,40.0,50.0,35.0,,,5.0,15.0,10.0,,5.0
2026-08-22 09:18,60.0,85.0,30.0,5.0,5.0,10.0,15.0,40.0,5.0,5.0
2026-08-22 09:46,,60.0,25.0,15.0,5.0,10.0,15.0,35.0,5.0,5.0
2026-08-22 09:59,,60.0,20.0,15.0,5.0,15.0,15.0,35.0,5.0,5.0
2026-08-22 10:21,85.0,60.0,40.0,15.0,10.0,20.0,15.0,50.0,5.0,15.0
2026-08-22 10:42,85.0,65.0,55.0,30.0,15.0,25.0,15.0,45.0,5.0,5.0
2026-08-22 10:57,85.0,65.0,45.0,35.0,15.0,30.0,15.0,45.0,5.0,5.0
2026-08-22 11:15,65.0,75.0,45.0,45.0,15.0,30.0,15.0,55.0,5.0,5.0
2026-08-22 11:35,75.0,75.0,45.0,35.0,15.0,25.0,15.0,55.0,5.0,25.0
2026-08-22 11:51,75.0,75.0,40.0,35.0,15.0,25.0,15.0,50.0,5.0,25.0
2026-08-22 12:00,75.0,75.0,40.0,35.0,20.0,25.0,25.0,55.0,5.0,25.0
2026-08-22 12:28,70.0,70.0,40.0,45.0,15.0,25.0,20.0,55.0,5.0,5.0
2026-08-22 12:49,75.0,70.0,40.0,45.0,15.0,30.0,20.0,65.0,5.0,15.0
2026-08-22 13:02,75.0,70.0,40.0,45.0,5.0,,20.0,55.0,5.0,10.0
2026-08-22 13:28,55.0,75.0,40.0,35.0,10.0,15.0,15.0,45.0,5.0,10.0
2026-08-22 13:44,65.0,65.0,50.0,20.0,5.0,15.0,15.0,50.0,5.0,10.0
2026-08-22 13:58,,75.0,50.0,30.0,5.0,15.0,15.0,45.0,5.0,10.0
2026-08-22 14:24,,80.0,50.0,40.0,5.0,20.0,15.0,50.0,10.0,5.0
2026-08-22 14:53,,80.0,50.0,50.0,5.0,15.0,15.0,65.0,15.0,5.0
2026-08-22 15:11,,70.0,50.0,60.0,15.0,20.0,15.0,60.0,15.0,5.0
2026-08-22 15:32,60.0,70.0,55.0,20.0,15.0,20.0,15.0,55.0,15.0,5.0
2026-08-22 15:48,65.0,70.0,55.0,30.0,15.0,15.0,15.0,60.0,15.0,5.0
2026-08-22 15:59,,90.0,55.0,40.0,15.0,15.0,15.0,60.0,15.0,5.0
2026-08-22 16:23,,90.0,55.0,90.0,25.0,20.0,15.0,40.0,15.0,5.0
2026-08-22 16:43,,80.0,45.0,90.0,25.0,,15.0,40.0,15.0,5.0
2026-08-22 16:59,,95.0,50.0,,,15.0,15.0,60.0,15.0,30.0
2026-08-22 17:21,,135.0,60.0,,25.0,20.0,15.0,60.0,15.0,10.0
2026-08-22 17:40,60.0,85.0,60.0,90.0,10.0,20.0,15.0,60.0,15.0,10.0
2026-08-22 17:55,,60.0,50.0,25.0,5.0,20.0,15.0,60.0,15.0,5.0
2026-08-22 18:10,,60.0,60.0,15.0,5.0,10.0,15.0,60.0,15.0,5.0
2026-08-22 18:35,,110.0,60.0,35.0,5.0,10.0,15.0,55.0,15.0,5.0
2026-08-22 18:53,,110.0,60.0,35.0,5.0,10.0,15.0,55.0,15.0,5.0
2026-08-22 19:07,,125.0,60.0,35.0,5.0,15.0,15.0,50.0,15.0,5.0
2026-08-22 19:31,55.0,95.0,35.0,35.0,5.0,10.0,15.0,50.0,15.0,5.0
2026-08-22 19:47,90.0,95.0,45.0,20.0,5.0,5.0,15.0,50.0,15.0,5.0
2026-08-22 19:59,90.0,85.0,50.0,15.0,5.0,5.0,15.0,50.0,15.0,5.0
2026-08-22 21:04,,,,,,,,,,
2026-08-22 22:35,,,,,,,,,,
2026-08-22 23:32,,,,,,,,,,
