,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-08-22 00:26,,,,,,,,,,,,,,,,,,,,
2026-08-22 00:59,,,,,,,,,,,,,,,,,,,,
2026-08-22 01:33,,,,,,,,,,,,,,,,,,,,
2026-08-22 01:56,,,,,,,,,,,,,,,,,,,,
2026-08-22 02:38,,,,,,,,,,,,,,,,,,,,
2026-08-22 03:17,,,,,,,,,,,,,,,,,,,,
2026-08-22 07:10,,,,,,,,,,,,,,,,,,,,
2026-08-22 07:32,,30.0,,,,,,,5.0,,5.0,,5.0,,15.0,,,5.0,,
2026-08-22 07:49,,35.0,,,15.0,,20.0,5.0,5.0,,5.0,,5.0,,10.0,,5.0,5.0,,
2026-08-22 08:00,,30.0,,,15.0,,20.0,5.0,5.0,,5.0,,5.0,,10.0,,5.0,5.0,,
2026-08-22 08:43,30.0,25.0,5.0,15.0,25.0,5.0,10.0,10.0,5.0,13.0,5.0,5.0,5.0,10.0,10.0,5.0,10.0,5.0,,
2026-08-22 09:18,35.0,30.0,10.0,25.0,25.0,5.0,15.0,10.0,10.0,13.0,5.0,5.0,5.0,10.0,15.0,5.0,10.0,5.0,,
