,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-06-27 02:17,,,,,,,,,,
2026-06-27 05:07,,,,,,,,,,
2026-06-27 08:04,,,,,,,,,,
2026-06-27 10:01,60.0,55.0,20.0,15.0,10.0,15.0,15.0,,5.0,5.0
2026-06-27 11:20,95.0,65.0,30.0,30.0,30.0,25.0,15.0,55.0,5.0,20.0
2026-06-27 12:34,95.0,65.0,35.0,30.0,25.0,25.0,15.0,50.0,5.0,20.0
2026-06-27 13:40,95.0,55.0,45.0,30.0,25.0,25.0,15.0,,10.0,20.0
2026-06-27 14:49,50.0,75.0,50.0,40.0,15.0,10.0,20.0,45.0,10.0,5.0
2026-06-27 15:59,65.0,75.0,50.0,30.0,10.0,25.0,20.0,65.0,,15.0
2026-06-27 17:03,,90.0,50.0,50.0,20.0,10.0,15.0,,5.0,
2026-06-27 18:11,,85.0,,,30.0,10.0,15.0,,15.0,
2026-06-27 19:15,,70.0,,60.0,5.0,5.0,,,5.0,
2026-06-27 20:15,,85.0,30.0,30.0,5.0,5.0,15.0,45.0,5.0,5.0
