,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-07-26 01:44,,,,,,,,
2026-07-26 03:57,,,,,,,,
2026-07-26 07:53,,,,,,,,
2026-07-26 08:47,15.0,,13.0,15.0,65.0,20.0,15.0,5.0
2026-07-26 10:17,45.0,,30.0,30.0,55.0,50.0,35.0,5.0
2026-07-26 11:31,,,30.0,45.0,45.0,40.0,40.0,5.0
2026-07-26 12:30,40.0,,45.0,60.0,85.0,45.0,50.0,5.0
2026-07-26 13:33,80.0,,25.0,50.0,60.0,30.0,40.0,5.0
2026-07-26 14:35,55.0,,30.0,25.0,65.0,35.0,35.0,5.0
2026-07-26 15:47,65.0,,40.0,55.0,,40.0,55.0,5.0
2026-07-26 16:39,40.0,,30.0,50.0,,30.0,45.0,5.0
2026-07-26 17:34,50.0,,25.0,15.0,,35.0,45.0,5.0
