,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-26 01:44,,,,,,,,,,
2026-07-26 03:57,,,,,,,,,,
2026-07-26 07:53,,,,,,,,,,
2026-07-26 08:47,30.0,50.0,45.0,5.0,,5.0,15.0,20.0,,5.0
2026-07-26 10:17,55.0,60.0,25.0,25.0,5.0,15.0,20.0,40.0,5.0,5.0
2026-07-26 11:31,55.0,75.0,40.0,25.0,20.0,30.0,15.0,45.0,5.0,20.0
2026-07-26 12:30,50.0,70.0,40.0,50.0,10.0,15.0,15.0,45.0,5.0,10.0
2026-07-26 13:33,45.0,75.0,35.0,25.0,15.0,10.0,20.0,45.0,5.0,15.0
2026-07-26 14:35,60.0,60.0,,40.0,25.0,20.0,15.0,45.0,5.0,10.0
2026-07-26 15:47,,80.0,60.0,50.0,5.0,,35.0,65.0,5.0,10.0
2026-07-26 16:39,,60.0,35.0,30.0,5.0,10.0,15.0,35.0,5.0,5.0
