,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-05-09 01:35,,,,,,,,,,
2026-05-09 03:26,,,,,,,,,,
2026-05-09 07:41,,,,,,,,,,
2026-05-09 08:40,30.0,55.0,45.0,,,5.0,10.0,30.0,,5.0
2026-05-09 10:03,80.0,80.0,40.0,15.0,10.0,20.0,15.0,40.0,5.0,5.0
2026-05-09 11:02,60.0,90.0,45.0,45.0,30.0,35.0,15.0,50.0,5.0,35.0
2026-05-09 11:59,70.0,105.0,50.0,40.0,30.0,25.0,20.0,60.0,10.0,30.0
2026-05-09 12:57,120.0,85.0,55.0,45.0,30.0,25.0,15.0,60.0,10.0,45.0
2026-05-09 13:44,75.0,95.0,55.0,45.0,20.0,25.0,15.0,75.0,,30.0
2026-05-09 14:38,60.0,95.0,85.0,60.0,25.0,15.0,15.0,55.0,,5.0
2026-05-09 15:42,85.0,95.0,,45.0,25.0,20.0,25.0,60.0,10.0,25.0
2026-05-09 16:25,90.0,120.0,65.0,55.0,25.0,25.0,15.0,60.0,15.0,5.0
2026-05-09 17:06,90.0,90.0,75.0,35.0,20.0,25.0,15.0,60.0,10.0,20.0
2026-05-09 17:57,90.0,90.0,55.0,35.0,5.0,15.0,15.0,60.0,15.0,20.0
2026-05-09 18:37,60.0,85.0,65.0,35.0,5.0,25.0,15.0,50.0,10.0,5.0
