,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-05-09 01:35,,,,,,,,
2026-05-09 03:26,,,,,,,,
2026-05-09 07:41,,,,,,,,
2026-05-09 08:40,,,13.0,20.0,45.0,30.0,30.0,5.0
2026-05-09 10:03,85.0,,25.0,20.0,60.0,40.0,45.0,5.0
2026-05-09 11:02,55.0,,40.0,45.0,75.0,50.0,45.0,5.0
2026-05-09 11:59,70.0,,50.0,45.0,70.0,65.0,45.0,5.0
2026-05-09 12:57,70.0,,45.0,40.0,70.0,35.0,60.0,10.0
2026-05-09 13:44,,,60.0,35.0,70.0,45.0,45.0,5.0
2026-05-09 14:38,40.0,,65.0,45.0,75.0,40.0,35.0,5.0
2026-05-09 15:42,80.0,,45.0,30.0,80.0,40.0,50.0,5.0
2026-05-09 16:25,70.0,,60.0,30.0,70.0,45.0,40.0,5.0
2026-05-09 17:06,80.0,,45.0,35.0,50.0,40.0,40.0,5.0
2026-05-09 17:57,45.0,,50.0,20.0,75.0,40.0,35.0,5.0
2026-05-09 18:37,65.0,,45.0,35.0,60.0,50.0,40.0,5.0
2026-05-09 19:28,55.0,,45.0,30.0,70.0,40.0,35.0,5.0
2026-05-09 20:10,60.0,,40.0,20.0,60.0,35.0,40.0,5.0
