,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-08-11 00:39,,,,,,,,
2026-08-11 01:40,,,,,,,,
2026-08-11 02:34,,,,,,,,
2026-08-11 03:50,,,,,,,,
2026-08-11 07:36,,,,,,,,
2026-08-11 08:26,,,,,,,,
2026-08-11 09:50,50.0,,30.0,25.0,80.0,60.0,80.0,5.0
2026-08-11 10:45,60.0,,40.0,55.0,50.0,45.0,40.0,15.0
2026-08-11 11:41,55.0,,60.0,55.0,120.0,50.0,85.0,20.0
2026-08-11 12:32,,,35.0,45.0,130.0,50.0,,15.0
2026-08-11 13:31,55.0,,40.0,45.0,65.0,45.0,60.0,15.0
2026-08-11 14:26,70.0,,40.0,30.0,65.0,40.0,60.0,5.0
2026-08-11 15:31,50.0,,35.0,50.0,,40.0,60.0,5.0
2026-08-11 16:10,50.0,,45.0,40.0,,45.0,45.0,5.0
2026-08-11 17:00,50.0,,40.0,15.0,75.0,40.0,55.0,5.0
2026-08-11 17:52,45.0,,45.0,40.0,75.0,45.0,45.0,5.0
