,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-08-11 00:39,,,,,,,,,,
2026-08-11 01:40,,,,,,,,,,
2026-08-11 02:34,,,,,,,,,,
2026-08-11 03:50,,,,,,,,,,
2026-08-11 07:36,,,,,,,,,,
2026-08-11 08:26,,,,,,,,,,
2026-08-11 09:50,50.0,45.0,35.0,10.0,5.0,5.0,15.0,45.0,5.0,5.0
2026-08-11 10:45,75.0,55.0,35.0,25.0,20.0,20.0,15.0,40.0,5.0,
2026-08-11 11:41,60.0,60.0,30.0,50.0,25.0,25.0,15.0,45.0,5.0,
2026-08-11 12:32,75.0,75.0,55.0,50.0,20.0,20.0,30.0,50.0,10.0,
2026-08-11 13:31,55.0,50.0,40.0,50.0,5.0,5.0,20.0,65.0,5.0,5.0
2026-08-11 14:26,55.0,65.0,40.0,25.0,5.0,5.0,15.0,50.0,5.0,5.0
2026-08-11 15:31,,50.0,50.0,30.0,5.0,5.0,15.0,45.0,5.0,15.0
2026-08-11 16:10,,65.0,65.0,60.0,5.0,5.0,15.0,55.0,5.0,15.0
2026-08-11 17:00,,70.0,65.0,30.0,5.0,5.0,15.0,55.0,5.0,10.0
2026-08-11 17:52,70.0,70.0,50.0,25.0,5.0,10.0,15.0,55.0,5.0,15.0
2026-08-11 18:26,75.0,70.0,40.0,25.0,5.0,10.0,15.0,50.0,5.0,15.0
2026-08-11 19:10,80.0,85.0,50.0,20.0,5.0,5.0,15.0,55.0,5.0,5.0
