,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-29 01:40,,,,,,,,,,,,,,,,,,,,
2026-04-29 03:50,,,,,,,,,,,,,,,,,,,,
2026-04-29 08:10,,,,,,,,,,,,,,,,,,,,
2026-04-29 10:29,60.0,50.0,35.0,20.0,40.0,,30.0,5.0,10.0,20.0,15.0,15.0,5.0,10.0,,10.0,15.0,5.0,10.0,
2026-04-29 12:13,60.0,50.0,45.0,25.0,40.0,,40.0,10.0,15.0,30.0,10.0,15.0,5.0,15.0,30.0,20.0,15.0,5.0,10.0,
2026-04-29 13:49,55.0,45.0,45.0,55.0,50.0,,35.0,10.0,5.0,30.0,15.0,5.0,10.0,15.0,35.0,20.0,15.0,30.0,10.0,
2026-04-29 15:00,,50.0,35.0,50.0,40.0,,35.0,10.0,5.0,15.0,15.0,5.0,10.0,5.0,25.0,20.0,10.0,15.0,10.0,
2026-04-29 16:13,55.0,50.0,55.0,65.0,35.0,,35.0,5.0,5.0,30.0,20.0,10.0,5.0,5.0,25.0,25.0,10.0,10.0,10.0,
2026-04-29 17:18,70.0,45.0,35.0,50.0,45.0,,35.0,10.0,5.0,25.0,20.0,10.0,5.0,15.0,30.0,10.0,5.0,5.0,10.0,
2026-04-29 18:12,75.0,50.0,40.0,45.0,40.0,,25.0,10.0,5.0,25.0,5.0,10.0,10.0,15.0,25.0,15.0,10.0,5.0,10.0,
2026-04-29 19:09,75.0,45.0,40.0,40.0,45.0,,25.0,25.0,5.0,20.0,5.0,10.0,5.0,10.0,35.0,10.0,5.0,5.0,10.0,
2026-04-29 20:05,,55.0,35.0,40.0,40.0,,65.0,15.0,5.0,15.0,5.0,10.0,5.0,10.0,30.0,20.0,10.0,5.0,10.0,
2026-04-29 22:37,60.0,35.0,,,25.0,,10.0,5.0,5.0,13.0,5.0,5.0,5.0,10.0,10.0,5.0,5.0,5.0,10.0,
