,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-06-23 02:35,,,,,,,,
2026-06-23 06:21,,,,,,,,
2026-06-23 09:34,70.0,,20.0,20.0,,40.0,25.0,5.0
2026-06-23 12:11,50.0,,40.0,50.0,80.0,45.0,45.0,25.0
2026-06-23 14:12,40.0,,20.0,35.0,120.0,45.0,50.0,10.0
2026-06-23 16:21,50.0,,25.0,55.0,,35.0,35.0,5.0
2026-06-23 17:52,,,30.0,25.0,130.0,40.0,45.0,5.0
2026-06-23 18:55,,,40.0,30.0,95.0,40.0,30.0,5.0
2026-06-23 19:47,,,30.0,30.0,85.0,40.0,50.0,5.0
2026-06-23 21:33,,,13.0,15.0,45.0,5.0,20.0,5.0
