,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-06-23 02:35,,,,,,,,,,,,,,,,,,,,
2026-06-23 06:21,,,,,,,,,,,,,,,,,,,,
2026-06-23 09:34,70.0,60.0,40.0,20.0,35.0,45.0,40.0,10.0,10.0,13.0,10.0,15.0,5.0,10.0,25.0,,15.0,10.0,,
2026-06-23 12:11,60.0,45.0,50.0,60.0,45.0,45.0,50.0,10.0,20.0,45.0,20.0,20.0,15.0,15.0,30.0,,20.0,30.0,,
2026-06-23 14:12,55.0,55.0,45.0,80.0,50.0,75.0,45.0,20.0,10.0,25.0,30.0,10.0,,10.0,30.0,35.0,10.0,30.0,,
2026-06-23 16:21,55.0,75.0,60.0,65.0,40.0,25.0,25.0,10.0,5.0,15.0,25.0,10.0,5.0,10.0,40.0,25.0,5.0,25.0,,
2026-06-23 17:52,,40.0,45.0,85.0,40.0,40.0,35.0,10.0,5.0,40.0,15.0,10.0,5.0,10.0,30.0,20.0,5.0,15.0,,
2026-06-23 18:55,45.0,65.0,40.0,55.0,35.0,45.0,40.0,15.0,5.0,25.0,15.0,10.0,5.0,10.0,40.0,25.0,20.0,25.0,,
2026-06-23 19:47,80.0,85.0,40.0,40.0,35.0,40.0,45.0,15.0,20.0,20.0,5.0,10.0,15.0,10.0,45.0,25.0,30.0,25.0,,
2026-06-23 21:33,95.0,45.0,10.0,45.0,40.0,25.0,35.0,10.0,25.0,15.0,10.0,5.0,5.0,15.0,35.0,10.0,10.0,5.0,,
2026-06-23 22:51,90.0,25.0,15.0,15.0,30.0,20.0,20.0,5.0,5.0,13.0,5.0,5.0,5.0,15.0,5.0,5.0,10.0,5.0,,
