,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-20 01:54,,,,,,,,,,
2026-07-20 04:49,,,,,,,,,,
2026-07-20 08:59,55.0,85.0,50.0,5.0,,5.0,15.0,25.0,,5.0
2026-07-20 11:11,65.0,70.0,50.0,35.0,,25.0,25.0,35.0,5.0,20.0
2026-07-20 12:42,115.0,60.0,,25.0,20.0,20.0,15.0,55.0,5.0,20.0
2026-07-20 14:31,,70.0,70.0,60.0,25.0,,15.0,60.0,10.0,5.0
2026-07-20 16:08,115.0,70.0,70.0,35.0,10.0,10.0,25.0,50.0,5.0,5.0
2026-07-20 17:19,,75.0,65.0,60.0,15.0,,15.0,65.0,10.0,15.0
2026-07-20 18:15,,60.0,75.0,45.0,10.0,5.0,15.0,55.0,10.0,15.0
2026-07-20 19:15,90.0,85.0,70.0,40.0,15.0,10.0,15.0,,15.0,20.0
2026-07-20 20:10,120.0,85.0,50.0,35.0,5.0,15.0,15.0,35.0,0.0,5.0
