,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-07-20 01:54,,,,,,,,
2026-07-20 04:49,,,,,,,,
2026-07-20 08:59,40.0,,25.0,15.0,120.0,15.0,5.0,5.0
2026-07-20 11:11,65.0,,40.0,45.0,90.0,55.0,35.0,15.0
2026-07-20 12:42,50.0,,50.0,35.0,70.0,50.0,45.0,10.0
2026-07-20 14:31,65.0,,80.0,55.0,60.0,45.0,50.0,5.0
2026-07-20 16:08,55.0,,55.0,30.0,110.0,45.0,40.0,5.0
2026-07-20 17:19,45.0,,50.0,15.0,105.0,40.0,40.0,5.0
2026-07-20 18:15,50.0,,35.0,45.0,120.0,30.0,45.0,5.0
2026-07-20 19:15,50.0,,25.0,20.0,90.0,45.0,45.0,5.0
2026-07-20 20:10,55.0,,50.0,35.0,75.0,50.0,50.0,5.0
2026-07-20 22:20,30.0,,13.0,15.0,60.0,10.0,25.0,5.0
