,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-06-25 02:36,45.0,15.0,,,5.0,10.0,10.0,5.0,10.0,13.0,5.0,5.0,5.0,,5.0,,5.0,5.0,,
2026-06-25 05:55,,,,,,,,,,,,,,,,,,,,
2026-06-25 09:10,75.0,65.0,15.0,10.0,35.0,30.0,25.0,5.0,5.0,,5.0,5.0,0.0,15.0,30.0,5.0,15.0,5.0,,
2026-06-25 11:44,60.0,40.0,40.0,45.0,50.0,25.0,45.0,10.0,15.0,25.0,5.0,20.0,5.0,10.0,25.0,15.0,20.0,10.0,,
2026-06-25 13:34,45.0,50.0,35.0,45.0,50.0,25.0,25.0,20.0,5.0,25.0,25.0,10.0,10.0,15.0,25.0,25.0,10.0,25.0,,
2026-06-25 15:26,55.0,45.0,40.0,30.0,40.0,25.0,25.0,5.0,5.0,15.0,5.0,5.0,5.0,10.0,30.0,10.0,5.0,10.0,,
2026-06-25 17:10,55.0,45.0,35.0,50.0,55.0,25.0,35.0,10.0,10.0,15.0,5.0,5.0,5.0,10.0,35.0,15.0,30.0,15.0,,
2026-06-25 18:43,,40.0,35.0,40.0,40.0,35.0,35.0,10.0,5.0,20.0,5.0,10.0,5.0,15.0,35.0,5.0,15.0,15.0,,
2026-06-25 19:58,80.0,45.0,25.0,35.0,50.0,30.0,30.0,20.0,20.0,30.0,10.0,10.0,5.0,15.0,30.0,15.0,35.0,15.0,,
2026-06-25 22:56,90.0,30.0,5.0,5.0,25.0,10.0,25.0,5.0,5.0,13.0,5.0,5.0,5.0,15.0,15.0,5.0,5.0,5.0,,
