,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-17 01:10,,,,,,,,,,
2026-04-17 03:04,,,,,,,,,,
2026-04-17 07:42,,,,,,,,,,
2026-04-17 08:43,40.0,50.0,35.0,,,5.0,15.0,20.0,,5.0
2026-04-17 10:07,65.0,70.0,35.0,30.0,5.0,20.0,15.0,55.0,5.0,5.0
2026-04-17 11:10,70.0,80.0,45.0,40.0,5.0,25.0,15.0,45.0,10.0,20.0
2026-04-17 12:11,65.0,75.0,45.0,40.0,30.0,25.0,15.0,55.0,5.0,45.0
2026-04-17 13:06,75.0,75.0,40.0,35.0,20.0,25.0,15.0,55.0,5.0,5.0
2026-04-17 13:58,55.0,70.0,55.0,50.0,10.0,15.0,15.0,65.0,25.0,25.0
2026-04-17 15:01,80.0,80.0,50.0,40.0,20.0,15.0,25.0,55.0,15.0,25.0
2026-04-17 15:59,70.0,60.0,55.0,40.0,25.0,20.0,15.0,60.0,10.0,10.0
2026-04-17 16:45,60.0,70.0,50.0,45.0,10.0,20.0,15.0,45.0,10.0,10.0
2026-04-17 17:27,80.0,80.0,50.0,40.0,5.0,10.0,15.0,55.0,10.0,5.0
2026-04-17 18:05,85.0,75.0,50.0,30.0,5.0,10.0,15.0,55.0,5.0,5.0
