,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-17 01:10,,,,,,,,,,,,,,,,,,,,
2026-04-17 03:04,,,,,,,,,,,,,,,,,,,,
2026-04-17 07:42,,,,,,,,,,,,,,,,,,,,
2026-04-17 08:43,,40.0,,,30.0,,15.0,5.0,5.0,,,,5.0,,15.0,,10.0,5.0,,
2026-04-17 10:07,55.0,50.0,55.0,10.0,50.0,,45.0,5.0,10.0,20.0,5.0,5.0,5.0,15.0,10.0,,10.0,5.0,10.0,
2026-04-17 11:10,,50.0,35.0,30.0,50.0,,40.0,15.0,20.0,30.0,20.0,10.0,10.0,10.0,20.0,35.0,25.0,15.0,10.0,
2026-04-17 12:11,75.0,50.0,55.0,55.0,30.0,,50.0,15.0,15.0,30.0,20.0,20.0,20.0,10.0,30.0,35.0,15.0,20.0,10.0,
2026-04-17 13:06,60.0,50.0,35.0,40.0,35.0,,50.0,20.0,20.0,35.0,15.0,15.0,10.0,10.0,30.0,30.0,5.0,15.0,10.0,
2026-04-17 13:58,70.0,50.0,50.0,50.0,40.0,,45.0,20.0,10.0,25.0,25.0,15.0,15.0,10.0,35.0,40.0,5.0,25.0,10.0,
2026-04-17 15:01,65.0,50.0,35.0,45.0,40.0,,55.0,10.0,5.0,25.0,15.0,15.0,10.0,10.0,35.0,30.0,10.0,25.0,10.0,
2026-04-17 15:59,75.0,60.0,40.0,55.0,45.0,,50.0,10.0,5.0,30.0,20.0,15.0,10.0,10.0,40.0,35.0,15.0,10.0,10.0,
2026-04-17 16:45,55.0,,55.0,50.0,40.0,,40.0,15.0,10.0,25.0,10.0,10.0,15.0,10.0,35.0,35.0,5.0,30.0,10.0,
