,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-04-17 01:10,,,,,,,,
2026-04-17 03:04,,,,,,,,
2026-04-17 07:42,,,,,,,,
2026-04-17 08:43,,,13.0,15.0,80.0,20.0,5.0,5.0
2026-04-17 10:07,60.0,,40.0,20.0,55.0,50.0,35.0,5.0
2026-04-17 11:10,65.0,,45.0,45.0,85.0,45.0,35.0,10.0
2026-04-17 12:11,65.0,,40.0,45.0,70.0,45.0,95.0,5.0
2026-04-17 13:06,55.0,,40.0,30.0,50.0,40.0,90.0,5.0
2026-04-17 13:58,55.0,,40.0,20.0,65.0,40.0,30.0,5.0
2026-04-17 15:01,60.0,,40.0,60.0,70.0,30.0,50.0,5.0
2026-04-17 15:59,50.0,,30.0,35.0,85.0,40.0,35.0,5.0
