,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-26 01:24,,,,,,,,,,
2026-04-26 03:09,,,,,,,,,,
2026-04-26 07:32,,,,,,,,,,
2026-04-26 08:06,,,,,,,,,,
2026-04-26 09:37,80.0,95.0,20.0,10.0,5.0,10.0,15.0,45.0,,5.0
2026-04-26 10:25,80.0,65.0,55.0,15.0,5.0,20.0,15.0,,5.0,5.0
2026-04-26 11:05,80.0,70.0,50.0,60.0,30.0,35.0,15.0,,5.0,
2026-04-26 11:53,75.0,80.0,50.0,25.0,25.0,25.0,20.0,,5.0,45.0
2026-04-26 12:26,75.0,85.0,55.0,60.0,25.0,25.0,15.0,,5.0,35.0
2026-04-26 13:07,75.0,80.0,60.0,40.0,15.0,25.0,15.0,,15.0,25.0
2026-04-26 13:54,,75.0,80.0,40.0,20.0,,15.0,40.0,15.0,40.0
