,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-06-06 02:17,,,,,,,,,,
2026-06-06 05:04,,,,,,,,,,
2026-06-06 08:03,,,,,,,,,,
2026-06-06 10:02,45.0,75.0,30.0,35.0,10.0,10.0,15.0,,5.0,5.0
2026-06-06 11:21,90.0,75.0,30.0,45.0,25.0,25.0,15.0,,5.0,20.0
2026-06-06 12:36,65.0,65.0,55.0,45.0,10.0,15.0,15.0,,5.0,35.0
2026-06-06 13:45,75.0,90.0,45.0,45.0,10.0,10.0,15.0,,5.0,10.0
2026-06-06 14:54,65.0,70.0,55.0,50.0,10.0,10.0,15.0,60.0,5.0,5.0
2026-06-06 16:02,,75.0,85.0,45.0,10.0,10.0,15.0,70.0,5.0,10.0
2026-06-06 17:11,,75.0,55.0,50.0,10.0,15.0,15.0,85.0,5.0,5.0
2026-06-06 18:14,40.0,85.0,55.0,50.0,5.0,10.0,15.0,75.0,5.0,5.0
2026-06-06 19:16,80.0,70.0,50.0,25.0,5.0,5.0,15.0,65.0,5.0,5.0
2026-06-06 20:18,70.0,105.0,45.0,25.0,5.0,5.0,15.0,50.0,5.0,5.0
2026-06-06 23:31,,,,,,,,,,
