,Expedition Everest,Flight of Passage,Na'vi River Journey,Kilimanjaro Safaris,Kali River Rapids
2026-09-23 04:29,,,,,
2026-09-23 11:13,10.0,55.0,45.0,35.0,5.0
2026-09-23 15:02,5.0,20.0,40.0,10.0,10.0
2026-09-23 18:11,5.0,15.0,5.0,10.0,5.0
2026-09-23 20:28,,,,,
2026-09-23 22:56,,,,,
