,Expedition Everest,Flight of Passage,Na'vi River Journey,Kilimanjaro Safaris,Kali River Rapids
2026-06-03 04:35,,,,,
2026-06-03 11:23,30.0,80.0,40.0,45.0,25.0
2026-06-03 15:02,25.0,65.0,45.0,15.0,25.0
