,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-08-13 01:26,,,,,,,,,,,,,,,,,,,,
2026-08-13 02:55,,,,,,,,,,,,,,,,,,,,
2026-08-13 07:38,,,,,,,,,,,,,,,,,,,,
2026-08-13 08:29,,,,,,,,,,,,,,,,,,,,
2026-08-13 09:57,45.0,35.0,40.0,35.0,45.0,25.0,35.0,5.0,25.0,13.0,5.0,5.0,5.0,10.0,30.0,5.0,20.0,5.0,,
2026-08-13 10:51,55.0,50.0,40.0,35.0,45.0,25.0,40.0,10.0,5.0,20.0,10.0,15.0,5.0,10.0,25.0,25.0,35.0,5.0,,
2026-08-13 11:43,50.0,45.0,40.0,60.0,40.0,30.0,45.0,10.0,5.0,20.0,15.0,15.0,10.0,10.0,20.0,25.0,20.0,10.0,,
2026-08-13 12:34,55.0,40.0,40.0,45.0,40.0,,45.0,15.0,5.0,30.0,25.0,15.0,15.0,10.0,35.0,30.0,15.0,15.0,,
2026-08-13 13:33,55.0,50.0,20.0,,40.0,35.0,45.0,5.0,5.0,20.0,15.0,5.0,5.0,10.0,25.0,20.0,20.0,15.0,,
2026-08-13 14:28,55.0,55.0,35.0,55.0,50.0,30.0,,5.0,5.0,20.0,15.0,5.0,5.0,10.0,25.0,10.0,20.0,5.0,,
2026-08-13 15:34,50.0,30.0,35.0,45.0,50.0,15.0,,5.0,5.0,20.0,15.0,5.0,10.0,15.0,35.0,10.0,5.0,15.0,,
2026-08-13 16:06,60.0,55.0,40.0,50.0,35.0,20.0,,5.0,5.0,25.0,5.0,5.0,5.0,15.0,40.0,5.0,,15.0,,
2026-08-13 16:56,60.0,65.0,45.0,55.0,50.0,35.0,,10.0,5.0,30.0,15.0,5.0,5.0,15.0,35.0,10.0,10.0,25.0,,
2026-08-13 17:37,,95.0,35.0,55.0,45.0,30.0,30.0,10.0,5.0,20.0,15.0,5.0,5.0,10.0,30.0,10.0,15.0,20.0,,
2026-08-13 18:21,65.0,50.0,30.0,60.0,40.0,45.0,,15.0,5.0,20.0,5.0,5.0,5.0,15.0,30.0,10.0,15.0,5.0,,
2026-08-13 19:07,70.0,50.0,45.0,50.0,50.0,35.0,,20.0,10.0,20.0,15.0,10.0,5.0,15.0,30.0,5.0,15.0,,,
2026-08-13 19:52,,60.0,45.0,75.0,40.0,40.0,,25.0,15.0,25.0,10.0,10.0,5.0,15.0,40.0,15.0,20.0,5.0,,
2026-08-13 20:45,75.0,,35.0,50.0,40.0,40.0,35.0,5.0,20.0,20.0,10.0,5.0,5.0,10.0,30.0,15.0,20.0,5.0,,
2026-08-13 21:37,80.0,,5.0,20.0,30.0,15.0,40.0,5.0,5.0,13.0,10.0,5.0,5.0,10.0,15.0,5.0,10.0,5.0,,
2026-08-13 23:49,,,,,,,,,,,,,,,,,,,,
