,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-06-07 03:42,,,,,,,,,,,,,,,,,,,,
2026-06-07 08:15,,,,,,,,,,,,,,,,,,,,
2026-06-07 10:20,60.0,45.0,45.0,25.0,40.0,35.0,30.0,15.0,20.0,15.0,5.0,10.0,5.0,10.0,25.0,10.0,20.0,10.0,10.0,
2026-06-07 11:46,45.0,45.0,55.0,35.0,40.0,30.0,60.0,,15.0,20.0,20.0,10.0,5.0,15.0,25.0,20.0,15.0,20.0,10.0,
2026-06-07 12:58,65.0,55.0,40.0,45.0,45.0,40.0,35.0,15.0,10.0,25.0,10.0,5.0,5.0,10.0,25.0,20.0,15.0,5.0,10.0,
2026-06-07 14:03,40.0,45.0,35.0,45.0,65.0,30.0,40.0,15.0,10.0,15.0,10.0,15.0,5.0,10.0,35.0,15.0,15.0,15.0,10.0,
2026-06-07 15:43,45.0,45.0,45.0,45.0,40.0,30.0,25.0,15.0,25.0,25.0,5.0,10.0,5.0,10.0,30.0,10.0,10.0,10.0,10.0,
2026-06-07 16:51,55.0,40.0,35.0,50.0,40.0,30.0,35.0,15.0,5.0,25.0,10.0,5.0,5.0,10.0,30.0,15.0,15.0,15.0,10.0,
2026-06-07 17:53,55.0,40.0,35.0,65.0,45.0,30.0,25.0,10.0,5.0,25.0,5.0,5.0,5.0,10.0,30.0,15.0,10.0,15.0,10.0,
2026-06-07 18:51,60.0,40.0,45.0,35.0,40.0,30.0,35.0,20.0,5.0,20.0,5.0,15.0,5.0,10.0,30.0,10.0,10.0,5.0,,
2026-06-07 19:52,65.0,55.0,35.0,45.0,35.0,35.0,30.0,10.0,5.0,20.0,5.0,10.0,5.0,10.0,35.0,15.0,15.0,5.0,10.0,
