,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-27 01:39,,,,,,,,,,,,,,,,,,,,
2026-04-27 03:55,,,,,,,,,,,,,,,,,,,,
2026-04-27 08:15,,,,,,,,,,,,,,,,,,,,
2026-04-27 10:27,60.0,55.0,30.0,20.0,35.0,,50.0,10.0,25.0,15.0,25.0,25.0,10.0,10.0,35.0,10.0,20.0,5.0,10.0,
2026-04-27 12:07,70.0,60.0,60.0,40.0,50.0,,40.0,20.0,10.0,30.0,25.0,20.0,10.0,10.0,25.0,30.0,15.0,25.0,10.0,
2026-04-27 13:39,60.0,60.0,40.0,70.0,45.0,,55.0,25.0,20.0,25.0,15.0,10.0,15.0,10.0,35.0,35.0,15.0,15.0,10.0,
2026-04-27 14:52,65.0,50.0,50.0,40.0,35.0,,35.0,15.0,10.0,25.0,10.0,5.0,5.0,10.0,20.0,25.0,5.0,25.0,10.0,
2026-04-27 16:01,60.0,50.0,40.0,45.0,45.0,,30.0,15.0,5.0,30.0,20.0,20.0,15.0,10.0,35.0,20.0,5.0,20.0,10.0,
2026-04-27 17:10,60.0,55.0,45.0,,40.0,,40.0,15.0,15.0,25.0,15.0,10.0,5.0,15.0,,35.0,15.0,20.0,10.0,
2026-04-27 18:04,75.0,60.0,50.0,,45.0,,45.0,20.0,15.0,25.0,15.0,10.0,10.0,15.0,30.0,20.0,15.0,20.0,10.0,
2026-04-27 19:02,80.0,50.0,50.0,15.0,40.0,,35.0,25.0,15.0,20.0,5.0,10.0,10.0,15.0,35.0,10.0,15.0,5.0,10.0,
2026-04-27 19:59,85.0,50.0,30.0,40.0,35.0,,45.0,15.0,5.0,10.0,5.0,5.0,5.0,15.0,35.0,15.0,10.0,10.0,10.0,
